Nationality,Department,Program,2019,2019.1,2019.2,2020,2020.1,2020.2,2021,2021.1,2021.2,2022,2022.1,2022.2,Unnamed: 15,Unnamed: 16,Unnamed: 17
St Kitts-Nevis,Finance,,0,0,0,0,0,0,0,0,0,*,*,*,*,0,0
St Kitts-Nevis,Finance,,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
St Kitts-Nevis Geography ..,Finance,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
St Kitts-Nevis Geography ..,Government Health Policy,,*,*,0,*,*,0,0,0,0,*,0,0,0,0,0
St Kitts-Nevis Geography ..,Government Health Policy,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*
St Kitts-Nevis Geography ..,International Development,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
St Kitts-Nevis Geography ..,Law School,,*,0,0,*,*,*,*,0,0,0,0,0,0,0,0
St Kitts-Nevis Geography ..,Law School,,0,0,0,*,0,0,0,0,0,*,*,*,*,*,0
St Kitts-Nevis Geography ..,Management,,*,0,0,*,*,0,0,0,0,0,0,0,*,0,0
St Kitts-Nevis Geography ..,Management,,*,0,0,0,0,0,0,0,0,*,0,0,7,0,*
St Kitts-Nevis Geography ..,Mathematics,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
St Kitts-Nevis Geography ..,Mathematics,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
St Kitts-Nevis Geography ..,School of Public Policy,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Kitts-Nevis Geography ..,Social Policy,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
St Kitts-Nevis Geography ..,Social Policy,,0,0,0,0,0,0,*,*,0,*,*,0,0,0,0
St Kitts-Nevis Geography ..,Sociology,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
St Kitts-Nevis Geography ..,Statistics,,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
St Kitts-Nevis Geography ..,Statistics,,*,*,0,0,0,0,0,0,0,*,0,0,0,0,0
St Lucian,Economic Hi..,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
St Lucian,Economics,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
St Lucian,Economics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Lucian,Finance,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
St Lucian,Gender Studies,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
St Lucian,Geography ..,,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
St Lucian,International Development,,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
St Lucian,International Development,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
St Lucian,Law School,,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
St Lucian,Law School,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Lucian,Management,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
St Lucian,Management,,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
St Lucian,Media and Communications,,*,*,0,*,*,*,0,0,0,0,0,0,0,0,0
St Lucian,Psychologic.. Social Policy,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
St Lucian,Psychologic.. Social Policy,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
St Lucian,Sociology,,0,0,0,*,*,0,*,*,0,*,*,0,*,0,0
St Lucian,Statistics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St Vincent,Economic Hi.. Geography ..,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
St Vincent,Economic Hi.. Geography ..,,0,0,0,0,0,0,*,*,0,0,0,0,*,*,0
St Vincent,Law School,,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
St Vincent,Management,,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
St Vincent,Psychological and Behavioural Sciences,,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
St Vincent,Social Policy,,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
Stateless,Anthropology,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*
Stateless,Economics,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Stateless,International.. International..,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Stateless,International.. International..,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Stateless,Law School Sociology,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Stateless,Law School Sociology,,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
Sudanese,Accounting,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudanese,Anthropology,,0,0,0,*,*,*,0,0,0,*,0,0,*,0,0
Sudanese,Anthropology,,0,0,0,*,0,0,*,*,0,*,0,0,*,0,0
Sudanese,Economic History,,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Sudanese,Economic History,,0,0,0,*,*,0,*,*,*,0,0,0,0,0,0
Sudanese,Economics,,*,0,0,0,0,0,0,0,0,0,0,0,*,*,0
Sudanese,Finance,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Sudanese,Gender Studies,,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
Sudanese,Geography and Environment,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Sudanese,Geography and Environment,,0,0,0,*,0,0,*,*,0,5,*,*,*,0,0
Sudanese,Government,,0,0,0,*,*,0,0,0,0,5,0,0,0,0,0
Sudanese,Government,,*,*,0,*,0,0,*,0,0,*,0,0,*,0,0
Sudanese,Health Policy,,*,*,0,9,5,*,7,5,*,7,*,*,*,*,*
Sudanese,International Development,,5,0,0,*,*,0,6,*,0,*,*,0,11,*,*
Sudanese,International Development,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Sudanese,International Relations,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudanese,International Relations,,*,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Sudanese,Law School,,*,0,0,*,*,*,*,0,0,0,0,0,0,0,0
Sudanese,Law School,,*,*,0,*,*,0,*,*,0,0,0,0,*,*,*
Sudanese,Management,,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
Sudanese,Management,,5,*,0,6,*,0,7,5,*,*,*,*,5,*,0
Sudanese,Mathematics,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Sudanese,Mathematics,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Sudanese,Media and Communications,,0,0,0,*,0,0,0,0,0,*,*,0,*,*,0
Sudanese,Methodology,,0,0,0,0,0,0,*,*,*,0,0,0,*,0,0
Sudanese,"Philosophy, ..",,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
Sudanese,Psychological and Behavio..,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Sudanese,Psychological and Behavio..,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Sudanese,School of Public Policy,,0,0,0,*,0,0,*,0,0,*,*,*,*,*,*
Sudanese,Social Policy,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudanese,Social Policy,,0,0,0,*,*,*,*,0,0,*,*,0,*,0,0
Sudanese,Sociology,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Sudanese,Sociology,,0,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Sudanese,Statistics,,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
Sudanese,Statistics,,0,0,0,*,0,0,0,0,0,0,0,0,*,0,*
Swaziland,Accounting European In..,,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
Swaziland,Accounting European In..,,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
Swaziland,Gender Studies,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Swaziland,Geography ..,,*,0,0,0,0,0,0,0,0,*,*,0,*,*,0
Swaziland,Government,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,International Development,,*,*,*,*,*,0,*,*,0,*,*,0,*,*,0
Swaziland,Management,,*,*,0,0,0,0,*,0,0,0,0,0,0,0,0
Swaziland,Mathematics,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Swaziland,Methodology,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Swaziland,School of Public Policy,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,Sociology,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,Statistics,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Swedish,Accounting,,7,0,0,8,*,*,*,0,0,*,0,0,5,0,0
Swedish,Accounting,,*,*,*,9,*,*,*,*,*,*,0,0,*,*,*
Swedish,Anthropology,,6,*,*,*,0,0,*,0,0,*,*,*,0,0,0
Swedish,Anthropology,,0,0,0,0,0,0,0,0,0,*,*,0,*,0,0
Swedish,Economic History,,5,*,*,*,0,0,5,0,0,5,*,0,*,0,0
Swedish,Economic History,,*,0,0,0,0,0,0,0,0,*,*,*,*,*,*
Swedish,Economics,,10,*,0,14,*,*,14,0,0,15,0,0,13,0,0
Swedish,Economics,,5,*,0,7,*,*,6,*,*,0,0,0,10,6,*
Swedish,European Institute,,5,*,*,*,*,0,12,5,*,*,*,*,5,*,*
Swedish,Finance Finance,,*,0,0,5,*,*,*,0,0,*,*,*,6,0,0
Swedish,Finance Finance,,15,*,0,14,5,*,14,5,*,8,*,*,17,*,*
Swedish,Gender Studies,,11,*,*,*,*,*,*,*,*,*,*,*,0,0,0
Swedish,Geography and Environment,,9,*,*,8,0,0,5,0,0,*,*,0,0,0,0
Swedish,Geography and Environment,,10,5,*,14,6,*,9,*,0,11,5,*,12,*,*
Swedish,Government,,26,*,*,22,*,*,21,*,0,23,0,0,11,*,*
Swedish,Government,,9,*,*,5,*,*,11,*,*,5,*,*,6,*,*
Swedish,Health Policy,,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0
Swedish,International Development,,11,*,*,9,*,*,*,*,*,*,*,*,6,*,*
Swedish,International History,,*,*,0,7,*,*,*,0,0,*,*,0,*,0,0
Swedish,International History,,*,*,*,0,0,0,0,0,0,0,0,0,*,0,0
Swedish,International Relations,,13,*,*,14,*,*,8,*,*,*,*,*,6,*,0
Swedish,International Relations,,14,5,*,7,5,*,13,*,*,*,*,*,7,*,*
Swedish,Language C..,,*,0,0,*,*,0,0,0,0,0,0,0,*,*,0
Swedish,Law School,,20,*,*,16,*,0,10,*,0,13,5,*,5,0,0
Swedish,Law School,,6,*,*,5,*,*,7,5,*,*,*,*,6,*,*
Swedish,Management,,8,0,0,*,0,0,13,0,0,5,*,0,8,0,0
Swedish,Management,,8,*,*,15,*,*,13,5,5,15,7,*,14,*,*
Swedish,Mathematics,,9,*,0,6,0,0,*,*,0,7,*,0,5,0,0
Swedish,Mathematics,,*,*,*,*,*,0,*,*,*,*,*,*,*,0,0
Swedish,Media and Communications,,5,*,*,6,*,*,6,*,*,5,*,*,6,5,*
Swedish,Methodology,,0,0,0,*,*,0,*,*,*,0,0,0,0,0,0
Swedish,"Philosophy, Logic and Scientific Method",,10,0,0,7,0,0,11,0,0,11,0,0,10,*,*
Swedish,"Philosophy, Logic and Scientific Method",,*,*,*,5,*,*,*,*,0,*,*,*,*,0,0
Swedish,Psychological and Behavio..,,*,*,0,5,*,*,*,*,0,6,*,0,*,*,0
Swedish,Psychological and Behavio..,,10,*,*,*,*,*,*,*,0,5,*,*,5,0,0
Swedish,School of Public Policy,,*,0,0,*,*,0,0,0,0,*,*,0,0,0,0
Swedish,Social Policy,,*,0,0,11,*,*,8,*,0,*,0,0,0,0,0
Swedish,Social Policy,,*,0,0,*,*,*,*,*,*,0,0,0,5,*,*
Swedish,Sociology,,*,*,0,5,*,0,*,0,0,0,0,0,0,0,0
Swedish,Sociology,,10,*,*,10,5,*,*,*,0,*,*,*,5,*,*
Swedish,Statistics,,*,0,0,*,0,0,*,*,*,*,*,*,5,0,0
Swedish,Statistics,,*,*,0,0,0,0,*,0,0,*,0,0,*,0,0
Swiss,Accounting,,*,*,*,*,*,0,*,0,0,*,*,*,*,*,*
Swiss,Accounting,,5,*,*,0,0,0,*,*,*,*,*,0,*,0,0
Swiss,Anthropology,,*,0,0,*,*,0,*,*,0,*,*,*,*,0,0
Swiss,Anthropology,,*,*,*,0,0,0,*,*,*,0,0,0,0,0,0
Swiss,Economic History,,*,*,0,*,0,0,*,0,0,6,0,0,*,0,0
Swiss,Economic History,,*,*,*,*,*,*,0,0,0,*,*,*,*,*,*
Swiss,Economics,,7,0,0,*,0,0,10,0,0,13,*,*,12,*,0
Swiss,Economics,,11,*,*,8,*,*,7,*,*,*,*,0,8,5,0
Swiss,European Institute,,8,5,*,5,*,*,5,*,*,*,*,*,*,*,*
Swiss,Finance,,5,*,0,*,0,0,*,0,0,9,*,*,8,0,*
Swiss,Finance,,19,5,*,24,6,*,19,*,*,18,*,*,29,9,6
Swiss,Gender Studies,,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0
Swiss,Geography and Environment,,*,*,0,*,*,0,*,0,0,7,*,0,*,0,0
Swiss,Geography and Environment,,11,*,*,16,5,*,13,*,*,13,*,*,19,*,0
Swiss,Government,,10,0,0,7,*,0,8,0,0,11,*,0,9,*,*
Swiss,Government,,19,5,*,12,6,5,12,*,*,14,6,*,8,5,*
Swiss,Health Policy,,*,*,*,5,*,*,*,*,*,0,0,0,*,0,0
Swiss,International Development,,11,6,*,*,*,*,5,*,0,12,6,6,16,6,7
Swiss,International History,,5,*,*,5,*,0,7,0,0,*,*,0,*,*,0
Swiss,International History,,8,5,*,11,6,*,*,*,*,*,*,*,*,*,*
Swiss,International Relations,,7,0,0,7,*,*,10,0,0,6,0,0,*,*,0
Swiss,International Relations,,25,6,5,13,*,*,19,9,10,16,7,8,16,6,*
Swiss,Language C..,,*,*,*,*,0,0,*,0,0,*,*,0,*,*,0
Swiss,Law School,,15,*,0,18,*,0,13,*,*,*,0,0,*,*,0
Swiss,Law School,,15,9,5,17,9,*,9,6,*,12,9,*,11,8,*
Swiss,Management,,11,*,*,8,*,*,8,0,0,7,0,0,8,*,*
Swiss,Management,,33,12,9,55,18,12,35,9,*,23,8,5,34,9,*
Swiss,Mathematics,,*,*,*,5,*,*,*,0,0,*,*,*,7,0,0
Swiss,Mathematics,,*,0,0,0,0,0,*,0,0,*,0,0,5,0,0
Swiss,Media and Communications,,8,5,*,10,*,*,8,*,*,15,5,*,*,*,0
Swiss,Methodology,,*,*,*,*,*,0,*,*,0,*,*,*,*,*,0
Swiss,"Philosophy, Logic and Scientific Method",,9,0,0,9,0,0,7,0,0,6,0,0,10,*,*
Swiss,"Philosophy, Logic and Scientific Method",,*,*,*,*,*,0,7,*,*,*,*,*,*,*,*
Swiss,Psychological and Behavio..,,0,0,0,*,0,0,*,0,0,*,0,0,*,*,0
Swiss,Psychological and Behavio..,,11,*,*,20,8,5,8,*,*,6,*,*,11,5,*
Swiss,School of Public Policy,,*,*,0,*,*,0,*,*,*,*,*,*,*,*,*
Swiss,Social Policy,,*,0,0,*,0,0,5,0,0,*,0,0,*,0,0
Swiss,Social Policy,,*,*,*,*,*,0,*,*,*,*,0,0,5,*,*
Swiss,Sociology,,*,0,0,*,0,0,*,*,*,*,*,0,*,0,0
Swiss,Sociology,,6,*,*,6,*,*,5,*,*,6,*,*,5,*,*
Swiss,Statistics,,*,0,0,*,0,0,*,0,0,*,*,0,7,0,0
Swiss,Statistics,,5,*,0,5,*,*,10,0,0,6,0,0,6,*,*
Syrian,Accounting,,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Syrian,Accounting,,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Syrian,Anthropology,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian,Anthropology,,0,0,0,*,*,0,0,0,0,*,*,*,0,0,0
Syrian,Economics,,*,0,0,*,0,0,*,*,0,0,0,0,0,0,0
Syrian,Economics,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Syrian,European Institute,,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0
Syrian,Finance,,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
Syrian,Finance,,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
Syrian,Gender Studies,,0,0,0,5,*,0,0,0,0,*,*,0,6,*,0
Syrian,Geography and Environment,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Syrian,Geography and Environment,,0,0,0,0,0,0,*,0,0,*,*,0,*,*,0
Syrian,Government,,0,0,0,0,0,0,*,*,0,*,0,0,0,0,0
Syrian,Government,,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Syrian,Health Policy,,*,*,0,*,*,*,0,0,0,*,*,0,*,0,0
Syrian,International Development,,8,0,0,*,*,0,9,*,*,9,*,*,*,*,*
Syrian,International Relations,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Syrian,International Relations,,0,0,0,*,0,0,*,*,0,*,*,0,0,0,0
Syrian,Law School,,*,*,0,*,0,0,*,0,0,7,0,0,*,0,0
Syrian,Law School,,*,0,0,0,0,0,*,*,*,*,*,*,*,*,0
Syrian,Management,,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
Syrian,Management,,7,*,*,10,6,*,6,*,*,5,*,*,6,*,0
Syrian,Mathematics,,0,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Syrian,Mathematics,,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Syrian,Media and Communications,,6,*,0,*,*,*,*,0,0,0,0,0,0,0,0
Syrian,Methodology,,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
Syrian,"Philosophy, Logic and Scientific Method",,*,*,*,*,0,0,*,*,0,0,0,*,*,*,*
Syrian,"Philosophy, Logic and Scientific Method",,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Syrian,"Philosophy, Logic and Scientific Method",,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0
Syrian,"Philosophy, Logic and Scientific Method",,0,*,0,0,*,0,0,*,*,0,0,*,*,*,*
Syrian,"Philosophy, Logic and Scientific Method",,*,*,0,0,0,0,0,0,0,0,0,*,*,*,*
Syrian,"Philosophy, Logic and Scientific Method",,0,0,0,0,*,*,0,*,*,0,0,*,0,*,*
Syrian,"Philosophy, Logic and Scientific Method",,0,*,0,0,8,0,0,0,0,0,0,*,0,*,0
Syrian,"Philosophy, Logic and Scientific Method",,0,0,0,0,*,*,*,0,0,0,0,0,0,0,0
Syrian,"Philosophy, Logic and Scientific Method",,0,*,0,0,0,0,0,0,0,0,0,*,0,0,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,6,*,*,6,*,*,*,0,0,0,7,0,6,0
Taiwanese,"Philosophy, Logic and Scientific Method",,8,27,13,7,40,24,17,47,24,16,6,23,10,20,7
Taiwanese,"Philosophy, Logic and Scientific Method",,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,*,*,5,*,*,*,0,0,*,*,0,5,*
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,0,0,*,*,*,*,0,0,0,0,0,5,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,*,0,*,*,0,*,0,0,0,*,0,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,*,9,*,*,10,*,*,10,0,0,0,6,*,7,*
Taiwanese,"Philosophy, Logic and Scientific Method",,*,8,*,*,7,*,*,5,*,*,*,12,*,20,*
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,0,0,*,*,*,*,*,*,0,*,0,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,0,0,*,0,0,*,0,0,0,*,0,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,*,44,*,*,65,5,*,53,11,10,*,40,6,50,5
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,0,0,7,*,*,*,0,0,0,*,0,0,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,5,0,0,*,0,0,*,0,0,*,*,0,*,*
Taiwanese,"Philosophy, Logic and Scientific Method",,*,12,*,*,22,*,*,21,*,*,*,11,*,18,6
Taiwanese,"Philosophy, Logic and Scientific Method",,0,10,*,*,8,*,0,5,*,0,0,5,0,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,5,5,0,*,14,*,*,13,5,5,*,14,5,13,*
Taiwanese,"Philosophy, Logic and Scientific Method",,*,5,*,*,*,*,*,14,7,*,0,*,*,5,*
Taiwanese,"Philosophy, Logic and Scientific Method",,*,8,*,*,6,0,0,*,*,0,0,6,*,5,*
Taiwanese,"Philosophy, Logic and Scientific Method",,*,*,*,*,*,*,0,*,0,0,0,*,*,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,*,*,5,*,*,0,0,0,0,*,*,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,*,*,0,0,*,*,*,*,*,0,0,5,*,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,*,19,*,*,22,*,0,12,*,*,0,11,*,19,*
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,0,0,*,0,0,*,0,0,0,*,0,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,7,0,0,*,*,0,*,*,0,0,*,0,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,12,*,*,16,*,*,9,*,*,0,15,*,12,*
Taiwanese,"Philosophy, Logic and Scientific Method",,0,17,*,*,18,*,0,5,0,0,*,14,*,6,*
Taiwanese,"Philosophy, Logic and Scientific Method",,8,73,9,*,75,12,5,69,12,8,*,81,11,70,12
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,0,0,*,0,0,*,*,0,0,*,0,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,6,0,0,11,*,0,8,0,0,0,7,0,10,0
Taiwanese,"Philosophy, Logic and Scientific Method",,*,32,*,*,43,8,7,39,10,5,*,34,5,23,*
Taiwanese,"Philosophy, Logic and Scientific Method",,*,9,0,0,9,0,0,6,*,*,*,11,*,10,*
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,0,0,*,0,0,5,0,0,0,*,0,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,0,0,0,*,0,0,*,0,0,0,*,0,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,0,0,*,0,0,*,0,0,0,*,0,6,*
Taiwanese,"Philosophy, Logic and Scientific Method",,*,16,0,0,20,5,*,10,*,*,0,12,*,6,*
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,0,0,*,0,0,*,*,0,0,*,*,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,5,0,0,5,0,0,*,0,0,0,0,0,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,6,*,0,5,*,*,*,*,*,*,*,0,10,*
Taiwanese,"Philosophy, Logic and Scientific Method",,0,*,*,*,*,0,0,*,0,0,0,*,0,0,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,11,*,*,5,*,0,5,*,*,*,5,*,*,*
Taiwanese,"Philosophy, Logic and Scientific Method",,*,*,0,0,10,*,*,5,0,0,0,*,*,*,0
Taiwanese,"Philosophy, Logic and Scientific Method",,0,11,*,0,12,*,*,10,0,0,0,14,*,22,*
Tajikistani,"Philosophy, Logic and Scientific Method",,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0
Tajikistani,"Philosophy, Logic and Scientific Method",,0,0,0,0,*,*,*,0,0,0,0,0,0,0,0
Tajikistani,Economic Hi..,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistani,Economics European In..,,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
Tajikistani,Economics European In..,,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Tajikistani,Finance,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Tajikistani,Gender Studies,,*,0,0,0,0,0,*,*,*,0,0,0,0,0,0
Tajikistani,Geography ..,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Tajikistani,Government,,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Tajikistani,Government,,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Tajikistani,International Development,,*,*,0,0,0,0,0,0,0,0,0,0,*,*,0
Tajikistani,International Relations,,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistani,International Relations,,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0
Tajikistani,Law School,,*,0,0,0,0,0,0,0,0,0,0,0,*,*,0
Tajikistani,Management,,*,*,0,0,0,0,0,0,0,*,0,0,0,0,0
Tajikistani,Media and Communications,,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Tajikistani,"Philosophy, .. School of Pu..",,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0
Tajikistani,"Philosophy, .. School of Pu..",,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*
Tajikistani,Social Policy,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Tajikistani,Social Policy,,*,0,0,0,0,0,*,*,0,0,0,0,*,0,0
Tajikistani,Sociology,,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
Tajikistani,Statistics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistani,Statistics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,Accounting,,*,0,0,*,0,0,*,*,*,*,0,0,0,0,0
Tanzania,Accounting,,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Tanzania,Anthropology,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Tanzania,Economic History,,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
Tanzania,Economic History,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
Tanzania,Economics,,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Tanzania,Economics,,0,0,0,*,0,0,*,*,0,*,0,0,0,0,0
Tanzania,Finance,,0,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Tanzania,Finance,,*,0,0,0,0,0,*,0,0,*,0,0,*,0,0
Tanzania,Gender Studies,,0,0,0,0,0,0,0,0,0,*,0,0,*,*,0
Tanzania,Geography ..,,*,0,0,0,0,0,*,*,0,*,*,0,*,*,0
Tanzania,Government,,0,0,0,*,0,0,*,0,0,*,*,*,*,0,0
Tanzania,Government,,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
Tanzania,Health Policy,,*,*,0,0,0,0,*,*,0,*,*,0,*,*,0
Tanzania,International Development,,8,*,*,*,*,0,*,*,0,*,*,0,7,*,*
Tanzania,International Relations,,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
Tanzania,International Relations,,0,0,0,*,0,0,*,0,0,*,*,0,0,0,0
Tanzania,Law School,,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
Tanzania,Law School,,*,0,0,0,0,0,0,0,0,*,0,0,*,*,0
Tanzania,Management,,*,*,0,0,0,0,*,0,0,*,0,0,*,0,0
Tanzania,Management,,9,*,*,10,*,*,8,*,0,5,*,0,*,*,0
Tanzania,Mathematics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,Mathematics,,0,0,0,0,0,0,0,0,0,*,*,0,*,0,0
Tanzania,Media and Communications,,*,0,0,*,*,*,*,*,0,*,*,*,0,0,0
Tanzania,Psychological and Behavio..,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Tanzania,Psychological and Behavio..,,0,0,0,*,0,0,0,0,0,0,0,0,*,*,0
Tanzania,School of Public Policy,,*,*,0,*,*,0,5,*,*,*,*,0,*,*,0
Tanzania,Social Policy,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Tanzania,Social Policy,,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
