Nationality,EU,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023
Russian, ,Mathematics,PG Taught,2.5,2.5,2.5,14.0,2.5,0.0,9.0,2.5,2.5,11.0,2.5,0.0,11.0,2.5,0.0
Russian, ,Media And Communications,PG Taught,22.0,2.5,2.5,18.0,2.5,2.5,12.0,2.5,0.0,16.0,2.5,2.5,11.0,2.5,2.5
Russian, ,Methodology,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,6.0,2.5,2.5,2.5,2.5,0.0
Russian, ,Philosophy Logic And Scientific Method,UG Degree,12.0,2.5,2.5,11.0,2.5,2.5,5.0,0.0,0.0,8.0,2.5,2.5,16.0,0.0,0.0
Russian, ,Philosophy Logic And Scientific Method,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,7.0,2.5,0.0,2.5,2.5,0.0
Russian, ,Psychological And Behavioural Science,UG Degree,2.5,2.5,0.0,9.0,2.5,0.0,2.5,0.0,0.0,6.0,0.0,0.0,2.5,2.5,0.0
Russian, ,Psychological And Behavioural Science,PG Taught,9.0,2.5,2.5,16.0,2.5,2.5,9.0,2.5,2.5,12.0,2.5,2.5,2.5,2.5,2.5
Russian, ,School of Public Policy,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,9.0,2.5,0.0,5.0,2.5,0.0,2.5,2.5,0.0
Russian, ,Social Policy,UG Degree,6.0,2.5,0.0,2.5,2.5,0.0,6.0,2.5,0.0,2.5,0.0,0.0,8.0,2.5,2.5
Russian, ,Social Policy,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0
Russian, ,Sociology,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0
Russian, ,Sociology,PG Taught,5.0,2.5,0.0,8.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
Russian, ,Statistics,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,11.0,0.0,0.0,8.0,0.0,0.0,9.0,2.5,0.0
Russian, ,Statistics,PG Taught,11.0,2.5,2.5,8.0,2.5,2.5,14.0,2.5,0.0,15.0,2.5,2.5,14.0,6.0,2.5
Rwandan, ,Economic History,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Rwandan, ,Economics,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Rwandan, ,Economics,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwandan, ,Gender Studies,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Rwandan, ,Geography And Environment,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Rwandan, ,Government,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwandan, ,Health Policy,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwandan, ,International Development,PG Taught,6.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0
Rwandan, ,International Relations,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Rwandan, ,Law School,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Rwandan, ,Law School,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0
Rwandan, ,Management,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5
Rwandan, ,Media And Communications,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0
Rwandan, ,Philosophy Logic And Scientific Method,UG Degree,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwandan, ,School Of Public Policy,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0
Rwandan, ,Social Policy,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0
Rwandan, ,Sociology,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwandan, ,Sociology,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Samoa, ,Accounting,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Samoa, ,Economic History,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Samoa, ,Law School,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samoa, ,Management,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
San Marino, ,Accounting,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
San Marino, ,Finance,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Marino, ,Management,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabian, ,Accounting,UG Degree,8.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,17.0,2.5,2.5,18.0,2.5,2.5
Saudi Arabian, ,Accounting,PG Taught,2.5,2.5,2.5,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0
Saudi Arabian, ,Anthropology,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Saudi Arabian, ,Anthropology,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0
Saudi Arabian, ,Economic History,UG Degree,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0
Saudi Arabian, ,Economics,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,18.0,0.0,0.0,2.5,0.0,0.0
Saudi Arabian, ,Economics,PG Taught,2.5,2.5,0.0,6.0,0.0,0.0,2.5,0.0,0.0,5.0,2.5,0.0,2.5,2.5,0.0
Saudi Arabian, ,European Institute,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabian, ,Finance,UG Degree,6.0,0.0,0.0,2.5,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0
Saudi Arabian, ,Finance,PG Taught,18.0,2.5,2.5,7.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,11.0,2.5,0.0
Saudi Arabian, ,Gender Studies,PG Taught,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0
Saudi Arabian, ,Geography And Environment,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Saudi Arabian, ,Geography And Environment,PG Taught,2.5,2.5,0.0,11.0,2.5,2.5,5.0,2.5,0.0,18.0,2.5,2.5,10.0,2.5,2.5
Saudi Arabian, ,Government,UG Degree,5.0,0.0,0.0,10.0,2.5,0.0,11.0,0.0,0.0,19.0,2.5,0.0,15.0,0.0,0.0
Saudi Arabian, ,Government,PG Taught,11.0,0.0,0.0,2.5,2.5,0.0,19.0,2.5,0.0,21.0,2.5,0.0,23.0,2.5,2.5
Saudi Arabian, ,Health Policy,PG Taught,10.0,2.5,2.5,7.0,2.5,0.0,5.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0
Saudi Arabian, ,International Development,PG Taught,5.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,5.0,2.5,0.0
Saudi Arabian, ,International History,UG Degree,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Saudi Arabian, ,International History,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5
Saudi Arabian, ,International Relations,UG Degree,9.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,7.0,0.0,0.0,2.5,0.0,0.0
Saudi Arabian, ,International Relations,PG Taught,14.0,2.5,0.0,6.0,0.0,0.0,10.0,2.5,0.0,15.0,0.0,0.0,12.0,2.5,0.0
Saudi Arabian, ,Language Centre,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0
Saudi Arabian, ,Law School,UG Degree,5.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0
Saudi Arabian, ,Law School,PG Taught,23.0,2.5,0.0,18.0,2.5,2.5,17.0,5.0,2.5,17.0,2.5,2.5,23.0,9.0,2.5
Saudi Arabian, ,Management,UG Degree,2.5,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0
Saudi Arabian, ,Management,PG Taught,38.0,2.5,0.0,26.0,8.0,0.0,36.0,2.5,2.5,59.0,8.0,2.5,30.0,5.0,2.5
Saudi Arabian, ,Mathematics,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Saudi Arabian, ,Mathematics,PG Taught,5.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,5.0,2.5,0.0,2.5,2.5,0.0
Saudi Arabian, ,Media And Communications,PG Taught,6.0,0.0,0.0,9.0,2.5,2.5,8.0,0.0,0.0,8.0,2.5,2.5,15.0,2.5,2.5
Saudi Arabian, ,Methodology,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Saudi Arabian, ,Philosophy Logic And Scientific Method,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Saudi Arabian, ,Philosophy Logic And Scientific Method,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0
Saudi Arabian, ,Psychological And Behavioural Science,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0
Saudi Arabian, ,Psychological And Behavioural Science,PG Taught,6.0,2.5,2.5,6.0,2.5,0.0,7.0,0.0,0.0,8.0,2.5,2.5,2.5,0.0,0.0
Saudi Arabian, ,School of Public Policy,PG Taught,12.0,2.5,0.0,10.0,8.0,0.0,25.0,9.0,2.5,18.0,5.0,2.5,19.0,6.0,2.5
Saudi Arabian, ,Social Policy,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0
Saudi Arabian, ,Social Policy,PG Taught,5.0,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,8.0,2.5,2.5,8.0,0.0,0.0
Saudi Arabian, ,Sociology,UG Degree,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,6.0,0.0,0.0,2.5,0.0,0.0
Saudi Arabian, ,Sociology,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,5.0,2.5,0.0,7.0,2.5,0.0,5.0,2.5,0.0
Saudi Arabian, ,Statistics,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,2.5,0.0,15.0,0.0,0.0
Saudi Arabian, ,Statistics,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0
Senegalese, ,Accounting,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Senegalese, ,Economic History,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Economics,UG Degree,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Senegalese, ,Economics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Finance,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Senegalese, ,Finance,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Gender Studies,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Government,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Government,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Health Policy,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Senegalese, ,International Development,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,International Relations,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0
Senegalese, ,International Relations,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Law School,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Management,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Management,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Senegalese, ,Mathematics,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Senegalese, ,Media And Communication,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,School of Public Policy,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5
Senegalese, ,Social Policy,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Social Policy,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Sociology,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5
Senegalese, ,Statistics,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Senegalese, ,Statistics,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbian, ,Accounting,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbian, ,Accounting,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0
Serbian, ,Economics,UG Degree,2.5,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Serbian, ,Economics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbian, ,European Institute,PG Taught,2.5,2.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5
Serbian, ,Finance,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
Serbian, ,Finance,PG Taught,7.0,2.5,0.0,7.0,2.5,2.5,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0
Serbian, ,Gender Studies,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbian, ,Geography And Environment,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,5.0,2.5,2.5
Serbian, ,Government,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,6.0,2.5,0.0
Serbian, ,Government,PG Taught,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5
Serbian, ,Health Policy,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0
Serbian, ,International Development,PG Taught,5.0,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0
Serbian, ,International History,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Serbian, ,International History,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbian, ,International Relations,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbian, ,International Relations,PG Taught,6.0,2.5,2.5,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0
Serbian, ,Law School,UG Degree,2.5,0.0,0.0,6.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5
Serbian, ,Law School,PG Taught,2.5,2.5,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5
Serbian, ,Management,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Serbian, ,Management,PG Taught,5.0,2.5,2.5,7.0,2.5,2.5,7.0,2.5,2.5,9.0,2.5,2.5,2.5,0.0,0.0
Serbian, ,Mathematics,UG Degree,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Serbian, ,Mathematics,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Serbian, ,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Serbian, ,Methodology,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbian, ,Philosophy Logic And Scientific Method,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbian, ,Philosophy Logic And Scientific Method,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbian, ,Psychological And Behavioural Science,UG Degree,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Serbian, ,Psychological And Behavioural Science,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0
Serbian, ,School of Public Policy,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Serbian, ,Social Policy,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Serbian, ,Social Policy,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Serbian, ,Sociology,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0
Serbian, ,Statistics,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbian, ,Statistics,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Seychellois, ,Accounting,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5
Seychellois, ,Anthropology,UG Degree,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seychellois, ,Economics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Seychellois, ,Economics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Seychellois, ,Finance,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0
Seychellois, ,International Relations,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Seychellois, ,Law School,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Seychellois, ,Management,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Seychellois, ,Media And Communications,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Siera Leonan, ,Accounting,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Siera Leonan, ,Accounting,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siera Leonan, ,Economics,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siera Leonan, ,Finance,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Siera Leonan, ,Gender Studies,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0
Siera Leonan, ,Geography And Environment,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,2.5,2.5,2.5
Siera Leonan, ,Government,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siera Leonan, ,Health Policy,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0
Siera Leonan, ,International Development,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,10.0,2.5,0.0,10.0,2.5,0.0
Siera Leonan, ,International Relations,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siera Leonan, ,Law School,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Siera Leonan, ,Law School,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0
Siera Leonan, ,Management,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0
Siera Leonan, ,Management,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siera Leonan, ,Mathematics,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Siera Leonan, ,Media And Communications,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siera Leonan, ,Methodology,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0
Siera Leonan, ,Psychological And Behavioural Science,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siera Leonan, ,School of Public Policy,PG Taught,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siera Leonan, ,Social Policy,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0
Siera Leonan, ,Sociology,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0
Siera Leonan, ,Statistics,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
Singaporean, ,Accounting,UG Degree,57.0,6.0,2.5,47.0,2.5,0.0,42.0,2.5,2.5,48.0,2.5,0.0,32.0,2.5,2.5
Singaporean, ,Accounting,PG Taught,13.0,2.5,2.5,10.0,2.5,0.0,9.0,6.0,5.0,8.0,2.5,2.5,2.5,2.5,0.0
